512381,Starteck Finance Ltd,Comm.Trading  & Distribution
512393,SHARDUL SECURITIES LTD.,Other Financial Services
512399,KAPASHI COMMERCIALS LTD.,Other Financial Services
512404,BENGAL STEEL INDUSTRIES LTD.,Iron & Steel/Interm.Products
512408,UNIWORTH SECURITIES LTD.,Textiles
512415,MERCURY TRADE LINKS LTD.,Misc.Commercial Services
512425,NIRAV COMMERCIALS LTD.,Comm.Trading  & Distribution
512433,ASUTOSH ENTERPRISES LTD.,Comm.Trading  & Distribution
512437,APOLLO FINVEST (INDIA) LTD.,Other Financial Services
512441,ENBEE TRADE & FINANCE LTD.,Misc.Commercial Services
512443,Ganon Products Ltd,Comm.Trading  & Distribution
512445,DEVINSU TRADING LTD.,Other Financial Services
512453,SHRI JAGDAMBA POLYMERS LTD.,Containers & Packaging
512455,LLOYDS METALS AND ENERGY LTD.,Iron & Steel/Interm.Products
512461,PUNCTUAL TRADING LTD.,Comm.Trading  & Distribution
512463,SHREE GLOBAL TRADEFIN LTD.,Finance (including NBFCs)
512477,BETEX INDIA LTD.,Textiles
512479,GAYATRI TISSUE & PAPERS LTD.,Realty
512481,POLYTEX INDIA LTD.,Finance (including NBFCs)
512485,DHANLAXMI COTEX LTD.,Comm.Trading  & Distribution
512489,OASIS SECURITIES LTD.,Finance (including NBFCs)
512493,GARNET INTERNATIONAL LTD.,Other Financial Services
512499,SHALIMAR PRODUCTIONS LTD.,Other Financial Services
512511,VARUN MERCANTILE LTD.,Misc.Commercial Services
512519,DONEAR INDUSTRIES LTD.-$,Textiles
512522,NEPTUNE EXPORTS LTD.,Comm.Trading  & Distribution
512527,SUPER SALES INDIA LTD.-$,Textiles
512529,SEQUENT SCIENTIFIC LTD.,Pharmaceuticals
512531,STATE TRADING CORPORATION OF INDIA LTD.,Comm.Trading  & Distribution
512553,ZENITH EXPORTS LTD.,Textiles
512565,R.T.EXPORTS LTD.-$,Comm.Trading  & Distribution
512573,AVANTI FEEDS LTD.-$,Other Food Products
512587,ZODIAC-JRD-MKJ LTD.,Other Apparels & Accessories
512589,SITA ENTERPRISES LTD.,Comm.Trading  & Distribution
512591,PULSAR INTERNATIONAL LTD.,Comm.Trading  & Distribution
512595,UNIMODE OVERSEAS LTD.,Other Apparels & Accessories
512597,Keynote Financial Services Ltd,Finance (including NBFCs)
512599,ADANI ENTERPRISES LTD.,Comm.Trading  & Distribution
512600,MACRO (INTERNATIONAL) EXPORTS LTD.,Comm.Trading  & Distribution
512604,HARIA EXPORTS LTD.-$,Other Apparels & Accessories
512608,BHANDARI HOSIERY EXPORTS LTD.,Other Apparels & Accessories
512618,RLF LTD.,Textiles
512624,Regent Enterprises Ltd,Comm.Trading  & Distribution
512626,ORBIT EXPORTS LTD.,Textiles
512634,SAVERA INDUSTRIES LTD.,Hotels
513005,VBC FERRO ALLOYS LTD.-$,Iron & Steel/Interm.Products
513010,Tata Steel Long Products Ltd,Iron & Steel/Interm.Products
513023,NAVA BHARAT VENTURES LTD.,Electric Utilities
513039,HINDUSTHAN UDYOG LTD.,Industrial Machinery
513043,Remi Edelstahl Tubulars Limited,Iron & Steel Products
513059,G.S.AUTO INTERNATIONAL LTD.,Auto Parts & Equipment
513063,TRANS-FREIGHT CONTAINERS LTD.,Iron & Steel Products
513097,SHIVALIK BIMETAL CONTROLS LTD.,Electronic Components
513108,GANDHI SPECIAL TUBES LTD.-$,Iron & Steel Products
513117,AMFORGE INDUSTRIES LTD.,Auto Parts & Equipment
513119,ABC GAS (INTERNATIONAL) LTD.,Copper
513121,ORICON ENTERPRISES LTD.-$,Specialty Chemicals
513149,ACROW INDIA LTD.,Iron & Steel Products
513173,STEEL STRIPS INFRASTRUCTURES LTD.,Realty
513179,NATIONAL STEEL & AGRO INDUSTRIES LTD.,Iron & Steel/Interm.Products
513216,UTTAM GALVA STEELS LTD.,Iron & Steel/Interm.Products
513228,PENNAR INDUSTRIES LTD.-$,Iron & Steel/Interm.Products
513250,JYOTI STRUCTURES LTD.,Heavy Electrical Equipment
513252,JAY USHIN LTD.,Auto Parts & Equipment
513262,STEEL STRIPS WHEELS LTD.-$,Auto Parts & Equipment
513269,MAN INDUSTRIES (INDIA) LTD.-$,Construction & Engineering
513295,Imec Services Ltd,Consulting Services
513303,MODERN STEELS LTD.-$,Iron & Steel/Interm.Products
513305,Terrascope Ventures Ltd,Misc.Commercial Services
513307,SYNTHIKO FOILS LTD.,Aluminium
513309,Golkonda Aluminium Extrusions Ltd-$,Aluminium
513335,Metalyst Forgings Limited,Other Industrial Products
513337,GUJARAT TOOLROOM LTD.,Plastic Products
513343,GRAND FOUNDRY LTD.,Iron & Steel Products
513349,AJMERA REALTY & INFRA INDIA LTD.,Realty
513353,COCHIN MINERALS & RUTILE LTD.-$,Specialty Chemicals
513361,INDIA STEEL WORKS LTD.,Iron & Steel/Interm.Products
513369,RAJKUMAR FORGE LTD.,Other Industrial Products
513375,CARBORUNDUM UNIVERSAL LTD.,Other Industrial Products
513377,MMTC LTD.,Comm.Trading  & Distribution
513397,VALLABH STEELS LTD.-$,Iron & Steel Products
513401,ASHIANA ISPAT LTD.,Iron & Steel/Interm.Products
513414,Splendid Metal Products Ltd,Iron & Steel/Interm.Products
513418,Smiths & Founders (India) Limited,Other Industrial Products
513422,BLOOM INDUSTRIES LTD.,Iron & Steel/Interm.Products
513430,Maitri Enterprises Ltd,Aluminium
513434,TATA METALIKS LTD.,Iron & Steel/Interm.Products
513436,SHAH ALLOYS LTD.,Iron & Steel/Interm.Products
513446,JSW Ispat Special Products Ltd,Iron & Steel/Interm.Products
513452,ELANGO INDUSTRIES LTD.,Iron & Steel/Interm.Products
513456,KANISHK STEEL INDUSTRIES LTD.,Iron & Steel Products
513460,MAHALAXMI SEAMLESS LTD.-$,Iron & Steel Products
513472,SIMPLEX CASTINGS LTD.,Other Industrial Products
513488,SHREE STEEL WIRE ROPES LTD.,Iron & Steel Products
513496,MEWAT ZINC LTD.,Zinc
513498,SOUTHERN MAGNESIUM & CHEMICALS LTD.,Mining
513502,BARODA EXTRUSION LTD.,Copper
513507,GUJARAT CONTAINERS LTD.,Iron & Steel Products
513509,KALYANI FORGE LTD.,Auto Parts & Equipment
513511,PANCHMAHAL STEEL LTD.,Iron & Steel/Interm.Products
513513,ADITYA ISPAT LTD.,Iron & Steel/Interm.Products
513515,S.R.INDUSTRIES LTD.,Textiles
513517,STEELCAST LTD.,Other Industrial Products
513519,Pitti Engineering Ltd-$,Other Elect.Equip./ Prod.
513528,GLITTEK GRANITES LTD.,Construction Materials
513532,PRADEEP METALS LTD.,Auto Parts & Equipment
513536,Gujarat Natural Resources Limited,Exploration & Production
513540,TAMILNADU STEEL TUBES LTD.,Iron & Steel Products
513548,SHARDA ISPAT LTD.,Iron & Steel/Interm.Products
513554,MAHAMAYA STEEL INDUSTRIES LTD.,Iron & Steel Products
513558,REAL STRIPS LTD.-$,Iron & Steel/Interm.Products
513566,NOVA IRON & STEEL LTD.,Iron & Steel/Interm.Products
513579,FOUNDRY FUEL PRODUCTS LTD.,Coal
513599,HINDUSTAN COPPER LTD.,Copper
513605,Srikalahasthi Pipes Limited,Iron & Steel Products
513642,AXEL POLYMERS LTD.,Plastic Products
513683,NLC India Ltd,Electric Utilities
513687,SPECTRA INDUSTRIES LTD.,Auto Parts & Equipment
513691,JMT AUTO LTD.,Auto Parts & Equipment
513693,KIC METALIKS LTD.,Iron & Steel/Interm.Products
513699,SOLID STONE COMPANY LTD.,Construction Materials
513709,SHILP GRAVURES LTD.-$,Industrial Machinery
513713,White Organic Agro Ltd,Other Agricultural Products
513721,MFS INTERCORP LTD.,Iron & Steel/Interm.Products
513723,HIMALAYA GRANITES LTD.-$,Construction Materials
513729,ARO GRANITE INDUSTRIES LTD.-$,Construction Materials
514010,HIMACHAL FIBRES LTD.,Textiles
514028,RAJKAMAL SYNTHETICS LTD.,Textiles
514030,DEEPAK SPINNERS LTD.-$,Textiles
514034,JBF INDUSTRIES LTD.,Fibres & Plastics
514036,LOYAL TEXTILE MILLS LTD.-$,Textiles
514043,HIMATSINGKA SEIDE LTD.,Textiles
514045,BSL LTD.,Textiles
514060,Evergreen Textiles Limited,Textiles
514087,PBM POLYTEX LTD.-$,Textiles
514113,ADINATH TEXTILES LTD.,Textiles
514128,KONARK SYNTHETIC LTD.,Textiles
514138,SURYALATA SPINNING MILLS LTD.-$,Textiles
514140,SURYAVANSHI SPINNING MILLS LTD.-$,Textiles
514142,T T LTD.-$,Textiles
514144,UNIWORTH LTD.,Textiles
514162,WELSPUN INDIA LTD.,Textiles
514165,INDIAN ACRYLICS LTD.,Fibres & Plastics
514167,GANESHA ECOSPHERE LTD.,Misc.Commercial Services
514171,CEETA INDUSTRIES LTD.,Construction Materials
514175,VARDHMAN POLYTEX LTD.,Textiles
514183,BLACK ROSE INDUSTRIES LTD.,Specialty Chemicals
514197,S&T CORPORATION LTD.,Textiles
514211,SUMEET INDUSTRIES LTD.-$,Textiles
514215,BINNY LTD.,Textiles
514223,RAMGOPAL POLYTEX LTD.,Comm.Trading  & Distribution
514234,SANGAM (INDIA) LTD.,Textiles
514236,TTL Enterprises Ltd,Comm.Trading  & Distribution
514238,IKAB SECURITIES & INVESTMENT LTD.,Other Financial Services
514240,Kush Industries Ltd,Textiles
514248,SREECHEM RESINS LTD.,Commodity Chemicals
514260,SURBHI INDUSTRIES LTD.,Textiles
514264,SEASONS TEXTILES LTD.-$,Textiles
514266,ZENITH FIBRES LTD.-$,Textiles
514272,BHILWARA SPINNERS LTD.,Textiles
514274,AARVEE DENIMS & EXPORTS LTD.,Textiles
514280,SANRHEA TECHNICAL TEXTILES LTD.,Textiles
514286,ASHIMA LTD.,Textiles
514300,PIONEER EMBROIDERIES LTD.-$,Textiles
514302,VIPPY SPINPRO LTD.,Textiles
514312,JAIHIND SYNTHETICS LTD.,Textiles
514316,RAGHUVIR SYNTHETICS LTD.,Textiles
514318,JATTASHANKAR INDUSTIES LTD.,Textiles
514322,KAMADGIRI FASHION LTD.-$,Textiles
514324,OMNITEX INDUSTRIES (INDIA) LTD.,Textiles
514326,PATSPIN INDIA LTD.,Textiles
514330,One Global Service Provider Ltd,Textiles
514332,NEO INFRACON LTD.,Realty
514336,Genesis Ibrc India Ltd,Biotechnology
514354,PREMIER POLYFILM LTD.,Commodity Chemicals
514358,EVERLON SYNTHETICS LTD.,Textiles
514360,K&R Rail Engineering Ltd,Construction & Engineering
514378,YARN SYNDICATE LTD.,Comm.Trading  & Distribution
514386,GUJARAT COTEX LTD.,Textiles
514394,Atlas Jewellery India Limited,Other Apparels & Accessories
514400,GARWARE SYNTHETICS LTD.,Comm.Trading  & Distribution
514402,SHARAD FIBRES & YARN PROCESSORS LTD.,Textiles
514412,SARUP INDUSTRIES LTD.-$,Other Apparels & Accessories
514418,Mangalam Organics Limited,Commodity Chemicals
514428,HINDUSTAN ADHESIVES LTD.,Plastic Products
514440,Blue Pearl Texspin Limited,Commodity Chemicals
514442,SRI KPR INDUSTRIES LTD.,Plastic Products
514448,JYOTI RESINS & ADHESIVES LTD.,Specialty Chemicals
514450,MAHALAXMI RUBTECH LTD.,Other Industrial Products
514454,SOUTHERN LATEX LTD.,Textiles
514460,OSWAL YARNS LTD.,Comm.Trading  & Distribution
514470,WINSOME TEXTILE INDUSTRIES LTD.-$,Textiles
514482,Asahi Industries Limited,Textiles
514484,THAMBBI MODERN SPINNING MILLS LTD.,Textiles
515008,MODERN INSULATORS LTD.,Other Elect.Equip./ Prod.
515030,ASAHI INDIA GLASS LTD.,Auto Parts & Equipment
515037,MURUDESHWAR CERAMICS LTD.,Furniture-Furnishing-Paints
515043,SAINT-GOBAIN SEKURIT INDIA LTD.,Furniture-Furnishing-Paints
515055,Anant Raj Limited-$,Realty
515059,MADHUSUDAN INDUSTRIES LTD.,Edible Oils
515085,RESTILE CERAMICS LTD.,Furniture-Furnishing-Paints
515093,MADHAV MARBLES & GRANITES LTD.,Construction Materials
515127,Ramasigns Industries Ltd,Comm.Trading  & Distribution
515145,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,Containers & Packaging
515147,Haldyn Glass Ltd-$,Containers & Packaging
516003,Duroply Industries Ltd,Forest Products
516007,MANGALAM TIMBER PRODUCTS LTD.,Forest Products
516016,SHREYANS INDUSTRIES LTD.-$,Paper & Paper Products
516020,AGIO PAPER & INDUSTRIES LTD.-$,Paper & Paper Products
516022,STAR PAPER MILLS LTD.,Paper & Paper Products
516030,Yash Pakka Ltd-$,Paper & Paper Products
516032,SARDA PAPERS LTD.,Paper & Paper Products
516062,NATIONAL PLYWOOD INDUSTRIES LTD.,Forest Products
516064,Arrow Greentech Ltd,Plastic Products
516072,VISHNU CHEMICALS LTD.,Specialty Chemicals
516078,JUMBO BAG LTD.,Containers & Packaging
516082,N.R.AGARWAL INDUSTRIES LTD.,Paper & Paper Products
516086,SHREE RAJESHWARANAND PAPER MILLS LTD.,Paper & Paper Products
516092,3P Land Holdings Ltd,Paper & Paper Products
516096,SANGAL PAPERS LTD.,Paper & Paper Products
516098,VENTURA TEXTILES LTD.,Textiles
516106,SHREE KARTHIK PAPERS LTD.,Paper & Paper Products
516108,SOUTH INDIA PAPER MILLS LTD.,Paper & Paper Products
516110,Scandent Imaging Limited,Healthcare Services
517015,VINDHYA TELELINKS LTD.,Telecom Cables
517035,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,Electronic Components
517041,ADOR WELDING LTD.,Other Industrial Goods
517044,INTERNATIONAL DATA MANAGEMENT LTD.,Consulting Services
517059,SALZER ELECTRONICS LTD.-$,Other Elect.Equip./ Prod.
517063,JETKING INFOTRAIN LTD.,IT Training Services
517077,IND-AGIV COMMERCE LTD.,Comm.Trading  & Distribution
517096,APLAB LTD.-$,Other Elect.Equip./ Prod.
517119,PCS TECHNOLOGY LTD.,Computer Hardware
517146,USHA MARTIN LTD.,Iron & Steel Products
517166,SPEL SEMICONDUCTOR LTD.,Electronic Components
517168,SUBROS LTD.,Auto Parts & Equipment
517170,KLK Electrical Ltd,Other Elect.Equip./ Prod.
517172,Pervasive Commodities Ltd,Electronic Components
517174,HONEYWELL AUTOMATION INDIA LTD.,Other Elect.Equip./ Prod.
517201,SWITCHING TECHNOLOGIES GUNTHER LTD.,Electronic Components
517206,LUMAX INDUSTRIES LTD.,Auto Parts & Equipment
517214,Digispice Technologies Ltd-$,Telecom Equipment
517230,PAE LTD.,Comm.Trading  & Distribution
517236,CALCOM VISION LTD.,Consumer Electronics
517238,DYNAVISION LTD.,Electronic Components
517246,BCC FUBA INDIA LTD.,Electronic Components
517258,PRECISION ELECTRONICS LTD.,Electronic Components
517264,FINE-LINE CIRCUITS LTD.,Electronic Components
517271,HBL POWER SYSTEMS LTD.-$,Other Elect.Equip./ Prod.
517273,S&S POWER SWITCHGEAR LTD.,Other Elect.Equip./ Prod.
517288,Gujarat Poly Electronics Ltd,Other Elect.Equip./ Prod.
517300,GUJARAT INDUSTRIES POWER CO.LTD.,Electric Utilities
517320,SAVANT INFOCOMM LTD.,Other Elect.Equip./ Prod.
517330,CMI LTD.,Other Elect.Equip./ Prod.
517334,MOTHERSON SUMI SYSTEMS LTD.,Auto Parts & Equipment
517344,MINDTECK (INDIA) LTD.,IT Software Products
517354,HAVELLS INDIA LTD.,Other Elect.Equip./ Prod.
517356,ACI INFOCOM LTD.,Storage Media & Peripherals
517360,SBEC SYSTEMS (INDIA) LTD.,Comm.Trading  & Distribution
517370,INCAP LTD.,Other Elect.Equip./ Prod.
517372,GUJARAT INTRUX LTD.-$,Other Industrial Products
517380,IGARASHI MOTORS INDIA LTD.,Auto Parts & Equipment
517385,Symphony Limited,Consumer Electronics
517393,VINTRON INFORMATICS LTD.,Computer Hardware
517397,PAN ELECTRONICS INDIA LTD.,Electronic Components
517399,VXL INSTRUMENTS LTD.,Consumer Electronics
517415,LEE & NEE SOFTWARES (EXPORTS) LTD.,BPO/KPO
517417,PATELS AIRTEMP (INDIA) LTD.,Industrial Machinery
517421,Butterfly Gandhimathi Appliances Ltd,Household Appliances
517429,Athena Global Technologies Ltd-$,IT Software Products
517431,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,Plastic Products
517437,DUTRON POLYMERS LTD.-$,Plastic Products
517447,R.S.SOFTWARE INDIA LTD.,IT Software Products
517449,MAGNA ELECTRO CASTINGS LTD.-$,Other Industrial Products
517463,LINAKS MICROELECTRONICS LTD.,Electronic Components
517477,ELNET TECHNOLOGIES LTD.-$,IT Software Products
517494,Accel Ltd,Storage Media & Peripherals
517498,WEBSOL ENERGY SYSTEM LTD.,Other Elect.Equip./ Prod.
517500,ROTO PUMPS LTD.,Industrial Machinery
517506,TTK PRESTIGE LTD.,Houseware
517514,D&H India Ltd-$,Other Industrial Goods
517522,RAJRATAN GLOBAL WIRE LTD.,Auto Parts & Equipment
517530,Surana Telecom And Power Limited,Telecom Cables
517536,ONWARD TECHNOLOGIES LTD.,IT Consulting & Software
517544,CENTUM ELECTRONICS LTD.,Misc.Commercial Services
517546,ALFA TRANSFORMERS LTD.,Other Elect.Equip./ Prod.
517548,STARLITE COMPONENTS LTD.,Comm.Trading  & Distribution
517554,NHC FOODS LTD.,Other Food Products
517562,TRIGYN TECHNOLOGIES LTD.,IT Consulting & Software
517569,KEI INDUSTRIES LTD.,Other Elect.Equip./ Prod.
517571,IMP POWERS LTD.,Heavy Electrical Equipment
518011,KEERTHI INDUSTRIES LTD.,Cement & Cement Products
518029,GUJARAT SIDHEE CEMENT LTD.,Cement & Cement Products
518075,SURAJ PRODUCTS LTD.,Iron & Steel/Interm.Products
518091,ANJANI PORTLAND CEMENT LTD.-$,Cement & Cement Products
519003,Modi Naturals Limited,Other Agricultural Products
519014,PRASHANT INDIA LTD.,Textiles
519031,SHAH FOODS LTD.,Packaged Foods
519064,KHANDELWAL EXTRACTION LTD.,Other Agricultural Products
519091,TASTY BITE EATABLES LTD.,Packaged Foods
519097,RITESH INTERNATIONAL LTD.,Commodity Chemicals
519105,AVT NATURAL PRODUCTS LTD.,Other Agricultural Products
519126,HINDUSTAN FOODS LTD.,Packaged Foods
519136,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Textiles
519152,VADILAL ENTERPRISES LTD.,Comm.Trading  & Distribution
519156,VADILAL INDUSTRIES LTD.-$,Packaged Foods
519174,ASHIANA AGRO INDUSTRIES LTD.,Edible Oils
519183,ADF FOODS LTD.-$,Packaged Foods
519191,Retro Green Revolution Ltd,Tea & Coffee
519214,WILLIAMSON FINANCIAL SERVICES LTD.,Finance (including NBFCs)
519216,AJANTA SOYA LTD.,Edible Oils
519224,WILLIAMSON MAGOR & COMPANY LTD.,Finance (including NBFCs)
519230,Richirich Inventures Limited,Comm.Trading  & Distribution
519234,Superior Industrial Enterprises Limited,Edible Oils
519242,SARDA PROTEINS LTD.,Edible Oils
519260,Sanwaria Consumer Ltd-$,Packaged Foods
519262,PRIMA AGRO LTD.,Other Agricultural Products
519285,TARAI FOODS LTD.,Other Agricultural Products
519287,MODERN DAIRIES LTD.,Packaged Foods
519295,BAMBINO AGRO INDUSTRIES LTD.,Packaged Foods
519299,PRIME INDUSTRIES LTD.,Edible Oils
519307,VIKAS WSP LTD.,Specialty Chemicals
519319,Jatalia Global Ventures Ltd,Internet Software & Services
519331,VSF PROJECTS LTD.,Construction & Engineering
519353,BANSISONS TEA INDUSTRIES LTD.,Tea & Coffee
519359,POONA DAL & OIL INDUSTRIES LTD.,Edible Oils
519367,TRANSGLOBE FOODS LTD.,Non-alcoholic Beverages
519383,ANIK INDUSTRIES LTD.,Other Agricultural Products
519397,SHARAT INDUSTRIES LTD.,Packaged Foods
519413,Datiware Maritime Infra Ltd,Shipping
519415,KMG MILK FOOD LTD.,Packaged Foods
519421,KSE LTD.-$,Packaged Foods
519439,PIONEER AGRO EXTRACTS LTD.,Edible Oils
519455,NARBADA GEMS AND JEWELLERY LTD.,Other Apparels & Accessories
519457,VIRAT CRANE INDUSTRIES LTD.,Packaged Foods
519463,IB INFOTECH ENTERPRISES LTD.,Other Agricultural Products
519471,Ambar Protein Industries Ltd,Edible Oils
519475,CHORDIA FOOD PRODUCTS LTD.,Other Food Products
519477,CIAN Agro Industries & Infrastructure Ltd,Edible Oils
519483,TAI INDUSTRIES LTD.-$,Comm.Trading  & Distribution
519494,N.K.INDUSTRIES LTD.,Edible Oils
519500,BKV INDUSTRIES LTD.,Packaged Foods
519506,NCC BLUE WATER PRODUCTS LTD.,Packaged Foods
519532,ASIAN TEA & EXPORTS LTD.-$,Comm.Trading  & Distribution
519552,Heritage Foods Limited,Packaged Foods
519566,SIMRAN FARMS LTD.,Packaged Foods
519588,DFM FOODS LTD.,Packaged Foods
519600,CCL PRODUCTS (INDIA) LTD.,Tea & Coffee
519602,Kellton Tech Solutions Ltd.,IT Software Products
519604,SURYO FOODS & INDUSTRIES LTD.,Packaged Foods
519606,INTEGRATED PROTEINS LTD.,Edible Oils
519612,MAHAAN FOODS LTD.,Packaged Foods
520008,RICO AUTO INDUSTRIES LTD.,Auto Parts & Equipment
520021,OMAX AUTOS LTD.,Auto Parts & Equipment
520043,MUNJAL SHOWA LTD.,Auto Parts & Equipment
520051,JAMNA AUTO INDUSTRIES LTD.,Auto Parts & Equipment
520056,SUNDARAM-CLAYTON LTD.,Auto Parts & Equipment
520057,Jtekt India Ltd,Auto Parts & Equipment
520059,MUNJAL AUTO INDUSTRIES LTD.,Auto Parts & Equipment
520066,JAY BHARAT MARUTI LTD.,Auto Parts & Equipment
520073,RACL Geartech Ltd,Auto Parts & Equipment
520075,SAMKRG PISTONS & RINGS LTD.-$,Auto Parts & Equipment
520081,EAST COAST STEEL LTD.,Iron & Steel/Interm.Products
520086,SICAL LOGISTICS LTD.,Transportation - Logistics
520111,RATNAMANI METALS & TUBES LTD.-$,Construction & Engineering
520113,VESUVIUS INDIA LTD.,Other Industrial Goods
520119,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Auto Parts & Equipment
520121,ARCEE INDUSTRIES LTD.,Plastic Products
520123,ABC INDIA LTD.-$,Surface Transportation
520127,BALURGHAT TECHNOLOGIES LTD.,Surface Transportation
520131,COASTAL ROADWAYS LTD.,Surface Transportation
520141,SIBAR AUTO PARTS LTD.,Auto Parts & Equipment
520151,SHREYAS SHIPPING & LOGISTICS LTD.,Shipping
520155,Starlog Enterprises Ltd,Marine Port & Services
521003,SHIVA SUITINGS LTD.,Comm.Trading  & Distribution
521014,EUROTEX INDUSTRIES & EXPORTS LTD.,Textiles
521016,INDO COUNT INDUSTRIES LTD.,Textiles
521018,MARAL OVERSEAS LTD.,Textiles
521034,SOMA TEXTILES & INDUSTRIES LTD.,Textiles
521036,SOURCE INDUSTRIES (INDIA) LTD.,Textiles
521054,KAKATIYA TEXTILES LTD.,Textiles
521062,Perfect-Octave Media Projects Ltd,Broadcasting & Cable TV
521064,TRIDENT LTD.,Textiles
521068,HISAR SPINNING MILLS LTD.,Textiles
521070,ALOK INDUSTRIES LTD.,Textiles
521080,PASARI SPINNING MILLS LTD.,Textiles
521082,SPENTEX INDUSTRIES LTD.,Textiles
521097,AMARJOTHI SPINNING MILLS LTD.,Textiles
521105,OLYMPIA INDUSTRIES LTD.,Internet & Catalogue Retail
521109,NAGREEKA EXPORTS LTD.-$,Textiles
521113,SUDITI INDUSTRIES LTD.,Textiles
521131,Shree Bhavya Fabrics Ltd,Textiles
521133,GEM SPINNERS INDIA LTD.,Textiles
521137,EUREKA INDUSTRIES LTD.,Textiles
521141,ADITYA SPINNERS LTD.,Textiles
521149,PRIME URBAN DEVELOPMENT INDIA LTD.,Realty
521151,DHANLAXMI FABRICS LTD.,Textiles
521161,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,Textiles
521163,ZODIAC CLOTHING CO.LTD.,Other Apparels & Accessories
521178,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,Textiles
521180,SUPER SPINNING MILLS LTD.,Textiles
521182,SEASONS FURNISHINGS LTD.,Comm.Trading  & Distribution
521188,UNITED TEXTILES LTD.,Textiles
521194,SIL INVESTMENTS LTD.,Other Financial Services
521200,SURYALAKSHMI COTTON MILLS LTD.,Textiles
521206,SAMTEX FASHIONS LTD.-$,Other Apparels & Accessories
521210,CITYMAN LTD.,Other Apparels & Accessories
521216,DHANALAXMI ROTO SPINNERS LTD.,Textiles
521220,DAMODAR INDUSTRIES LTD.-$,Textiles
521222,SANBLUE CORPORATION LTD.,Other Apparels & Accessories
521226,UNIROYAL INDUSTRIES LTD.,Textiles
521228,TATIA GLOBAL VENNTURE LTD.,Other Apparels & Accessories
521232,SUNIL INDUSTRIES LTD.,Comm.Trading  & Distribution
521234,SRI NACHAMMAI COTTON MILLS LTD.-$,Textiles
521240,SAMBANDAM SPINNING MILLS LTD.-$,Textiles
521242,KANDAGIRI SPINNING MILLS LTD.-$,Textiles
521244,CHITRADURGA SPINTEX LTD.,Textiles
521248,KITEX GARMENTS LTD.,Other Apparels & Accessories
522001,CRANEX LTD.,Commercial Vehicles
522004,BATLIBOI LTD.-$,Industrial Machinery
522005,AUSTIN ENGINEERING CO.LTD.,Industrial Machinery
522014,UNITED DRILLING TOOLS LTD.,Other Industrial Goods
522017,FLUIDOMAT LTD.,Other Elect.Equip./ Prod.
522027,EMA INDIA LTD.,Industrial Machinery
522029,WINDSOR MACHINES LTD.,Industrial Machinery
522034,SHANTHI GEARS LTD.,Auto Parts & Equipment
522036,MIVEN MACHINE TOOLS LTD.,Other Industrial Goods
522064,Honda India Power Products Ltd,Industrial Machinery
522073,The Hi-Tech Gears Ltd,Auto Parts & Equipment
522074,ELGI EQUIPMENTS LTD.,Industrial Machinery
522091,UNITED VAN DER HORST LTD.,Heavy Electrical Equipment
522101,KILBURN ENGINEERING LTD.,Industrial Machinery
522105,BIRLA PRECISION TECHNOLOGIES LTD.,Industrial Machinery
522108,YUKEN INDIA LTD.-$,Auto Parts & Equipment
522113,TIMKEN INDIA LTD.,Industrial Machinery
522122,VOITH PAPER FABRICS INDIA LTD.-$,Textiles
522134,ARTSON ENGINEERING LTD.,Industrial Machinery
522152,SOLITAIRE MACHINE TOOLS LTD.,Industrial Machinery
522163,Diamond Power Infrastructure Limited-$,Other Elect.Equip./ Prod.
522165,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Iron & Steel/Interm.Products
522171,TMT (INDIA) LTD.,Industrial Machinery
522183,ITL INDUSTRIES LTD.-$,Industrial Machinery
522195,FRONTIER SPRINGS LTD.,Auto Parts & Equipment
522205,PRAJ INDUSTRIES LTD.,Construction & Engineering
522207,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Auto Parts & Equipment
522209,YOGI SUNG-WON (INDIA) LTD.,Other Financial Services
522215,HLE Glascoat Ltd,Industrial Machinery
522217,GUJARAT APOLLO INDUSTRIES LTD.,Commercial Vehicles
522229,TANEJA AEROSPACE & AVIATION LTD.-$,Aerospace
522231,CONART ENGINEERS LTD.-$,Construction & Engineering
522237,SHIVAGRICO IMPLEMENTS LTD.,Industrial Machinery
522241,M.M.FORGINGS LTD.-$,Other Industrial Products
522245,IYKOT HITECH TOOLROOM LTD.,Other Industrial Goods
522249,MAYUR UNIQUOTERS LTD.-$,Textiles
522251,CENLUB INDUSTRIES LTD.,Industrial Machinery
522257,RAJOO ENGINEERS LTD.-$,Industrial Machinery
522263,JMC PROJECTS (INDIA) LTD.-$,Construction & Engineering
522267,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,Industrial Machinery
522273,AHMEDABAD STEELCRAFT LTD.,Iron & Steel/Interm.Products
522275,GE T&D India Ltd,Electric Utilities
522281,RAM RATNA WIRES LTD.-$,Other Elect.Equip./ Prod.
